descurajare	-2.0	0.89443	[-4, -1, -2, -2, -1, -1, -3, -2, -2, -2]
descurajari	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -1, -2, -2]
discourager	-1.7	0.78102	[-2, -1, -3, -2, -1, -3, -1, -2, -1, -1]
descurajatori	-1.9	0.7	[-2, -2, -2, -3, -1, -1, -2, -1, -2, -3]
descurajant	-1.8	0.87178	[-2, -1, -3, -1, -1, -3, -2, -1, -3, -1]
discreditat	-1.9	0.53852	[-2, -2, -2, -2, -1, -3, -1, -2, -2, -2]
dispret	-2.1	0.3	[-3, -2, -2, -2, -2, -2, -2, -2, -2, -2]
rusine	-2.2	0.74833	[-2, -4, -1, -2, -2, -2, -2, -3, -2, -2]
compromis	-2.0	0.44721	[-3, -2, -2, -2, -1, -2, -2, -2, -2, -2]
deghizare	-1.0	1.09545	[-2, -1, 0, 0, 0, 0, -3, -2, -2, 0]
camuflat	-1.1	1.04403	[-3, 0, 0, -1, -1, 0, -3, -1, -1, -1]
deghizari	-1.0	0.63246	[-2, 0, 0, -1, -1, -1, -2, -1, -1, -1]
travestire	-1.3	0.78102	[0, -2, -1, -1, -1, -2, -1, -1, -3, -1]
dezgust	-2.9	0.7	[-3, -3, -4, -2, -3, -3, -4, -2, -3, -2]
dezgustat	-2.4	0.91652	[-4, -3, -3, -1, -3, -1, -2, -2, -2, -3]
scirbit	-3.0	0.89443	[-2, -3, -4, -4, -2, -4, -4, -2, -3, -2]
calitativ	3.0	0.89443	[-2, -3, -4, -4, -2, -4, -4, -2, -3, -2]
calitate	1.3	0.89443	[-2, -3, -4, -4, -2, -4, -4, -2, -3, -2]
necalitativ	-3.0	0.89443	[-2, -3, -4, -4, -2, -4, -4, -2, -3, -2]
disgustful	-2.6	0.4899	[-3, -3, -2, -2, -2, -2, -3, -3, -3, -3]
dezgustator	-2.4	1.11355	[-3, -2, -3, -4, -1, -3, -1, -4, -1, -2]
disgustingly	-2.9	0.7	[-3, -3, -4, -3, -3, -2, -2, -4, -2, -3]
dezgusta	-2.1	0.53852	[-2, -2, -3, -2, -2, -2, -2, -3, -1, -2]
demoraliza	-2.0	0.63246	[-3, -1, -2, -3, -2, -2, -1, -2, -2, -2]
abatut	-2.2	0.74833	[-2, -2, -2, -1, -2, -2, -4, -3, -2, -2]
deprimant	-1.8	1.32665	[-2, -2, -2, -3, -2, 2, -2, -2, -3, -2]
descurajeaza	-2.2	0.4	[-3, -2, -2, -2, -3, -2, -2, -2, -2, -2]
necinstit	-2.7	0.9	[-3, -2, -1, -4, -3, -2, -4, -3, -3, -2]
deziluzie	-1.0	1.18322	[-2, 0, -2, -1, -2, 1, -2, -1, 1, -2]
deziluzionat	-1.9	0.7	[-2, -2, -3, -2, -3, -1, -1, -1, -2, -2]
disillusioning	-1.3	1.00499	[-2, -2, 1, -2, 0, -2, -2, -1, -1, -2]
deziluzie	-1.7	0.78102	[-1, -3, -2, -3, -1, -2, -2, -1, -1, -1]
deziluzii	-1.5	1.0247	[-2, 1, -3, -2, -1, -1, -2, -1, -2, -2]
deziluzii	-1.6	0.4899	[-2, -2, -2, -1, -1, -1, -2, -2, -1, -2]
disinclined	-1.1	0.53852	[0, -1, -1, -1, -1, -1, -1, -2, -2, -1]
incoerent	-1.3	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
nu-i placea	-1.6	0.4899	[-2, -1, -1, -2, -2, -1, -2, -1, -2, -2]
disliked	-1.7	0.64031	[-2, -3, -2, -1, -1, -1, -2, -2, -1, -2]
n-au apreciat	-1.7	0.78102	[-2, -2, -1, -1, -2, -1, -3, -3, -1, -1]
neplacerea	-1.3	0.45826	[-1, -1, -2, -2, -2, -1, -1, -1, -1, -1]
sumbru	-3.0	1.0	[-2, -1, -4, -4, -3, -2, -3, -4, -4, -3]
spaima	-1.8	0.87178	[-3, -1, -1, -3, -1, -1, -3, -1, -2, -2]
consternat	-1.9	0.9434	[-1, -2, -1, -3, -4, -1, -2, -2, -1, -2]
dismaying	-2.2	0.9798	[-2, -3, -2, -3, -3, 0, -2, -1, -3, -3]
dismayingly	-1.9	0.83066	[-2, -3, -2, -3, -2, -1, -2, -2, 0, -2]
dezamageste	-1.8	1.07703	[-1, -1, -4, -3, -2, -1, -2, 0, -2, -2]
tulburare	-1.7	0.64031	[-2, -1, -1, -2, -2, -1, -3, -1, -2, -2]
dezorganizat	-1.2	0.4	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -1]
dezorientat	-1.5	0.67082	[-2, -2, -1, 0, -1, -2, -2, -1, -2, -2]
discredita	-2.0	0.44721	[-2, -2, -2, -1, -2, -2, -2, -3, -2, -2]
deplangea	-1.4	0.8	[-1, -2, -2, -3, -1, -1, -1, -2, 0, -1]
discrediteaza	-1.6	0.8	[-1, -2, -3, -2, -1, -1, -2, -2, 0, -2]
peiorativ	-2.2	0.6	[-3, -1, -2, -2, -2, -3, -3, -2, -2, -2]
nemultumit	-1.9	0.7	[-3, -2, -1, -1, -3, -2, -2, -1, -2, -2]
disputa	-1.7	0.78102	[-1, -3, -1, -1, -2, -1, -2, -2, -3, -1]
controversat	-1.4	0.66332	[-2, -2, -2, -2, 0, -1, -1, -1, -1, -2]
conflicte	-1.1	1.64012	[-2, -2, -2, 2, -3, -1, -2, 2, -1, -2]
contestand	-1.7	0.64031	[-2, -2, -2, -2, -1, -1, -3, -1, -1, -2]
descalificat	-1.8	0.6	[-1, -2, -1, -2, -1, -2, -2, -3, -2, -2]
nelinisti	-1.3	0.9	[-1, -2, -2, -1, -1, -1, 1, -2, -2, -2]
nepasare	-1.1	0.53852	[-1, -1, -2, -1, -1, -2, -1, -1, 0, -1]
ignorate	-1.6	0.4899	[-1, -1, -2, -2, -2, -2, -1, -2, -1, -2]
Bite	-0.9	0.53852	[-1, 0, -1, 0, -2, -1, -1, -1, -1, -1]
nesocoteste	-1.4	0.4899	[-1, -1, -2, -1, -2, -2, -2, -1, -1, -1]
lipsa de respect	-1.8	0.6	[-2, -2, -2, -1, -2, -2, -1, -3, -1, -2]
disrespected	-2.0	0.63246	[-2, -2, -2, -2, -2, -3, -3, -1, -1, -2]
perturbare	-1.5	0.67082	[-1, -1, -1, -2, -1, -3, -2, -2, -1, -1]
intreruperi	-1.4	0.4899	[-1, -2, -1, -1, -1, -2, -2, -2, -1, -1]
brizant	-1.3	1.00499	[-4, 0, -1, -1, -1, -1, -1, -1, -2, -1]
nemultumire	-2.2	0.74833	[-4, -2, -2, -2, -1, -3, -2, -2, -2, -2]
insatisfactii	-1.9	0.83066	[-1, -3, -3, -1, -2, -1, -2, -2, -1, -3]
nesatisfacator	-2.0	0.63246	[-2, -2, -3, -1, -2, -3, -2, -2, -1, -2]
nemultumit	-1.6	0.66332	[-2, -3, -1, -2, -1, -1, -2, -2, -1, -1]
nemultumeste	-1.8	0.74833	[-3, -3, -1, -1, -2, -1, -2, -2, -2, -1]
nemultumi	-2.2	0.6	[-2, -3, -2, -2, -2, -2, -3, -3, -1, -2]
nesatisfacatoare	-2.4	0.91652	[-3, -1, -4, -3, -2, -1, -2, -2, -3, -3]
denatura	-1.3	0.45826	[-2, -1, -1, -1, -2, -1, -1, -1, -1, -2]
deformat	-1.7	0.78102	[-3, -1, -3, -1, -2, -1, -2, -2, -1, -1]
denaturand	-1.1	0.53852	[0, -1, -1, -1, -2, -1, -1, -1, -2, -1]
distorsioneaza	-1.4	0.4899	[-2, -1, -1, -1, -2, -2, -2, -1, -1, -1]
distrage	-1.2	0.6	[-1, -1, 0, -2, -1, -1, -1, -2, -1, -2]
distractable	-1.3	1.00499	[-2, 0, 1, -2, -2, -1, -1, -2, -2, -2]
zapacit	-1.4	0.66332	[-1, -3, -1, -2, -2, -1, -1, -1, -1, -1]
distrata	-0.9	0.7	[-1, -1, 0, -2, -1, 0, -1, 0, -1, -2]
distractibilitate	-1.3	1.1	[-1, -1, -3, -1, 0, -3, -2, 0, -2, 0]
excitate	-1.5	0.92195	[-1, -2, -1, -1, -4, -1, -1, -1, -2, -1]
distrage atentia	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -2, -1, -1, -1]
distractingly	-1.4	1.0198	[-4, 0, -1, -1, -1, -2, -1, -1, -2, -1]
distractie	-1.6	0.66332	[-1, -2, -2, -1, -1, -3, -1, -1, -2, -2]
distragere	-1.0	0.0	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
distractive	-1.6	0.4899	[-2, -2, -1, -1, -1, -1, -2, -2, -2, -2]
distrage	-1.3	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
aiurit	-2.6	0.8	[-2, -3, -2, -3, -4, -2, -3, -3, -1, -3]
suferinta	-2.4	0.8	[-1, -2, -2, -3, -3, -4, -3, -2, -2, -2]
distressed	-1.8	0.6	[-2, -2, -2, -3, -2, -2, -1, -1, -2, -1]
obscuritati	-1.6	0.66332	[-2, -1, -1, -2, -2, -2, -1, -1, -3, -1]
distressful	-2.2	0.6	[-1, -3, -3, -2, -2, -3, -2, -2, -2, -2]
distressfully	-1.7	1.1	[-1, -3, -2, 1, -3, -1, -2, -2, -2, -2]
distressfulness	-2.4	0.66332	[-2, -3, -2, -3, -3, -3, -2, -1, -3, -2]
dureros	-1.7	1.18743	[-3, -3, -1, -1, -2, -2, -3, -2, 1, -1]
distressingly	-2.2	0.74833	[-3, -1, -2, -3, -3, -3, -2, -2, -2, -1]
neincredere	-1.8	0.87178	[-1, -2, -2, -2, -1, -1, -2, -4, -1, -2]
distrusted	-2.4	0.66332	[-1, -3, -3, -3, -2, -2, -3, -2, -2, -3]
neincrezator	-2.1	0.83066	[-1, -3, -2, -2, -3, -1, -1, -3, -2, -3]
neincrezator	-1.8	0.6	[-2, -1, -1, -2, -1, -2, -3, -2, -2, -2]
distrustfulness	-1.6	0.66332	[-2, -1, -2, -1, -2, -1, -1, -3, -1, -2]
distrusting	-2.1	0.83066	[-1, -2, -2, -2, -3, -3, -1, -3, -1, -3]
neincredere	-1.3	0.45826	[-1, -1, -2, -1, -2, -1, -2, -1, -1, -1]
perturba	-1.7	0.45826	[-2, -1, -1, -2, -2, -2, -1, -2, -2, -2]
tulburare	-1.6	0.8	[-1, -2, -1, -2, -2, -3, -1, -2, 0, -2]
tulburari	-1.4	0.66332	[-1, -1, -1, -2, -1, -1, -1, -1, -3, -2]
deranjat	-1.6	0.4899	[-2, -2, -1, -1, -2, -2, -1, -2, -1, -2]
perturbator	-1.4	0.4899	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -1]
tulburatori	-2.1	0.53852	[-2, -2, -2, -2, -2, -3, -3, -2, -1, -2]
deranjant	-2.3	0.45826	[-2, -2, -3, -3, -2, -2, -3, -2, -2, -2]
in mod deranjant	-2.3	0.78102	[-2, -2, -1, -3, -4, -3, -2, -2, -2, -2]
perturba	-1.9	0.53852	[-2, -2, -1, -2, -3, -2, -1, -2, -2, -2]
dithering	-0.5	0.92195	[0, 0, 0, 0, 1, -1, -2, -2, -1, 0]
divinatie	1.7	1.1	[2, 3, 0, 1, 2, 1, 3, 3, 2, 0]
preziceri	1.1	1.04403	[1, 0, 1, 2, 2, 0, 3, 2, 0, 0]
divinatorie	1.6	1.42829	[4, 1, 0, 0, 1, 3, 3, 0, 1, 3]
divin	2.6	0.8	[3, 3, 3, 2, 1, 2, 3, 4, 2, 3]
ghicea	0.8	1.16619	[1, 0, 3, 0, 0, 1, 0, 3, 0, 0]
divin	2.9	0.7	[3, 2, 3, 3, 2, 4, 3, 2, 4, 3]
proroc	0.3	0.9	[0, 0, 3, 0, 0, 0, 0, 0, 0, 0]
prezicatorii	1.2	1.16619	[0, 1, 0, 2, 2, 0, 3, 1, 3, 0]
divinuri	0.8	1.249	[0, 0, 3, 0, 0, 0, 3, 2, 0, 0]
divinest	2.7	0.78102	[3, 4, 2, 4, 2, 2, 2, 3, 2, 3]
scufundare	0.3	0.45826	[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]
divinare	0.9	1.37477	[0, -1, 2, 0, 1, 0, 2, 4, 1, 0]
divinise	0.5	1.36015	[0, 2, 0, 0, 0, 0, 0, -2, 2, 3]
divinitati	1.8	1.46969	[1, 3, 3, 4, 0, 0, 1, 0, 3, 3]
divinitate	2.7	1.00499	[4, 4, 2, 3, 3, 1, 2, 4, 2, 2]
zeifica	2.3	1.00499	[4, 2, 2, 3, 4, 1, 1, 2, 2, 2]
ametit	-0.9	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]
dodging	-0.4	0.8	[-1, -1, 0, 1, 0, -1, 0, 0, -2, 0]
dodgy	-0.9	0.9434	[-1, -1, -1, -3, -1, 1, -1, -1, -1, 0]
trist	-2.2	0.6	[-2, -2, -2, -3, -3, -3, -2, -2, -1, -2]
dominanta	0.8	0.87178	[2, 0, 0, 2, 1, 0, 0, 1, 2, 0]
dominances	-0.1	0.9434	[-1, 0, 1, 1, 0, -1, 0, 1, 0, -2]
dominantly	0.2	1.16619	[-2, 0, 0, -1, 2, 1, 2, 0, 0, 0]
dominantele	0.2	1.16619	[0, 2, -1, 0, -1, -1, -1, 1, 1, 2]
domina	-0.5	0.92195	[0, -1, 1, -1, 1, -1, -2, 0, -1, -1]
predomina	0.2	1.249	[1, 0, -2, -1, 1, -1, 2, 0, 0, 2]
dominator	-1.2	1.98997	[-4, -1, -4, -1, -3, -1, -1, 2, 2, -1]
dominatie	-0.2	0.9798	[0, 1, 0, -1, -1, -1, 0, 2, -1, -1]
dominatii	-0.3	0.45826	[0, 0, 0, 0, 0, -1, 0, -1, -1, 0]
dominative	-0.7	1.18743	[-1, -1, -2, -2, -1, -1, -1, 2, 1, -1]
dominatori	-0.4	1.8	[-1, -2, -2, -2, 0, 2, 2, -3, 2, 0]
dominatrices	-0.2	1.6	[-3, 0, 2, 0, -2, -2, 0, 1, 2, 0]
dominatrix	-0.5	0.92195	[0, 0, -1, 0, 0, 1, 0, -1, -2, -2]
dominatrixes	0.6	1.35647	[0, 4, 0, -1, 0, 2, 1, 0, 0, 0]
osanda	-1.7	1.26886	[-2, -1, -1, -4, -2, -2, 1, -3, -1, -2]
osandit	-3.2	0.74833	[-3, -3, -4, -4, -4, -2, -4, -3, -3, -2]
doomful	-2.1	0.7	[-3, -2, -3, -1, -2, -3, -2, -1, -2, -2]
condamnarea	-2.8	0.4	[-2, -3, -2, -3, -3, -3, -3, -3, -3, -3]
Dooms	-1.1	1.57797	[1, -3, -1, -3, -2, -1, -3, 1, 1, -1]
doomsayer	-0.7	1.41774	[2, -1, -2, -1, 1, -2, -2, -1, 1, -2]
profetiile apocaliptice	-1.7	0.78102	[-1, -2, -3, 0, -2, -2, -2, -1, -2, -2]
doomsaying	-1.5	1.28452	[-3, -2, -2, 0, 1, 0, -3, -2, -2, -2]
doomsayings	-1.5	0.92195	[-2, -1, -1, -2, -2, 0, 0, -2, -3, -2]
judecata de apoi	-2.8	1.249	[-3, -1, -3, -4, -3, -4, 0, -4, -3, -3]
doomsdayer	-2.2	1.249	[-3, -1, -4, -3, -4, -3, -1, -1, -1, -1]
doomsdays	-2.4	1.85472	[-3, -2, -4, 1, -4, -3, -2, -4, 1, -4]
doomster	-2.2	0.87178	[-2, -1, -2, -3, -1, -3, -1, -3, -3, -3]
doomsters	-1.6	0.8	[-3, -1, -2, -2, 0, -2, -2, -1, -1, -2]
doomy	-1.1	1.37477	[2, -2, -1, -2, -2, -2, -2, 1, -1, -2]
dork	-1.4	0.66332	[-1, -2, -2, -1, -1, -1, -3, -1, -1, -1]
dorkier	-1.1	0.53852	[-1, -1, -1, -1, -2, 0, -1, -2, -1, -1]
dorkiest	-1.2	0.74833	[-1, -2, -1, -3, -1, 0, -1, -1, -1, -1]
dorks	-0.5	0.67082	[-1, 1, -1, -1, -1, -1, 0, 0, -1, 0]
dorky	-1.1	1.04403	[-1, 0, -1, 1, -1, -1, -3, -2, -2, -1]
indoiala	-1.5	0.5	[-1, -1, -2, -2, -1, -1, -2, -1, -2, -2]
doubtable	-1.5	0.5	[-1, -1, -2, -1, -2, -1, -2, -2, -1, -2]
indoit	-1.1	1.22066	[-1, -2, -2, 2, -1, -1, -2, -2, -2, 0]
necredincios	-1.6	0.91652	[-1, -3, -2, -1, -1, -1, -2, -2, -3, 0]
scepticii	-1.3	0.45826	[-1, -1, -1, -1, -1, -2, -1, -2, -2, -1]
indoielnic	-1.4	0.4899	[-1, -1, -2, -1, -2, -2, -1, -1, -2, -1]
neincrezatoare	-1.2	0.4	[-1, -1, -1, -1, -1, -1, -2, -1, -1, -2]
indoielnic	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -1, -1, -1, -2]
indoielii	-1.4	0.4899	[-1, -1, -1, -2, -2, -1, -1, -1, -2, -2]
doubtingly	-1.4	0.4899	[-2, -2, -1, -1, -1, -1, -1, -2, -2, -1]
fara indoiala	0.9	1.51327	[2, 2, 1, 2, -2, 2, -2, 1, 1, 2]
fireste	1.2	0.9798	[2, 1, 1, 2, 0, -1, 2, 1, 2, 2]
doubtlessness	0.8	0.9798	[2, 1, 2, 0, 0, 0, 2, -1, 1, 1]
indoieli	-1.2	0.6	[-2, -1, -1, -1, -2, -2, -1, 0, -1, -1]
dus	-1.5	1.68819	[-3, -2, -3, 1, 1, -2, -3, -2, 1, -3]
nesimtit	-3.0	0.44721	[-3, -3, -3, -3, -3, -3, -2, -3, -4, -3]
oparit	-1.8	0.74833	[-1, -1, -1, -2, -2, -2, -1, -3, -3, -2]
dezamagita	-2.3	0.78102	[-1, -2, -2, -4, -2, -2, -2, -3, -3, -2]
dezavantaj	-1.0	0.7746	[-1, -1, -1, -1, -1, -1, -2, 1, -2, -1]
trage	-0.9	0.83066	[-1, -2, -1, -1, -2, -1, -1, 1, 0, -1]
tarat	-0.2	1.07703	[-2, -1, 0, 0, -1, 0, 0, 1, 2, -1]
grapa	-0.7	0.64031	[0, -1, 0, -1, -1, -2, -1, 0, 0, -1]
stors	-1.5	0.5	[-1, -1, -2, -2, -1, -2, -1, -2, -1, -2]
temut	-2.0	0.63246	[-2, -3, -2, -2, -2, -2, -3, -1, -1, -2]
temut	-2.7	0.64031	[-2, -3, -3, -3, -4, -3, -2, -2, -2, -3]
ingrozitor	-1.9	1.86815	[-4, -2, -2, 2, -1, -4, -1, 0, -3, -4]
respingator	-2.7	1.26886	[-4, -4, -3, -4, -3, -1, -2, -1, -1, -4]
grozavia	-3.2	0.87178	[-3, -4, -2, -3, -4, -4, -2, -2, -4, -4]
Dreadfuls	-2.4	1.2	[-4, -3, -3, -2, -3, -2, -4, 0, -1, -2]
dreading	-2.4	0.8	[-3, -2, -2, -2, -2, -2, -3, -4, -3, -1]
dreadlock	-0.4	0.66332	[0, 0, 0, 0, 0, -1, -2, 0, -1, 0]
dreadlocks	-0.2	0.9798	[0, 0, 0, 0, 0, -1, -2, 2, 0, -1]
cuirasat	-0.6	1.35647	[-2, 0, 0, 0, -3, 0, -1, -2, 0, 2]
dreadnoughts	-0.4	0.66332	[0, -1, -1, 0, 0, 0, 0, 0, -2, 0]
dreads	-1.4	1.42829	[0, -1, 0, 0, -3, -3, 0, -4, -2, -1]
vis	1.0	1.18322	[0, 1, 2, 0, 0, 3, 0, 3, 1, 0]
vise	1.7	1.1	[2, 2, 3, 0, 1, 1, 1, 4, 1, 2]
mohorat	-1.4	0.4899	[-1, -1, -2, -1, -1, -2, -2, -1, -2, -1]
Droopy	-0.8	0.74833	[-1, -1, 0, -1, -2, 0, 0, -1, 0, -2]
cadere brusca	-1.1	0.53852	[0, -1, -1, -1, -2, -1, -2, -1, -1, -1]
ineca	-2.7	1.00499	[-4, -2, -2, -4, -4, -2, -3, -1, -3, -2]
inecat	-2.9	0.7	[-2, -3, -3, -3, -2, -4, -4, -2, -3, -3]
ineaca	-2.2	1.6	[-3, -3, -3, -4, -2, -3, -1, -2, 2, -3]
beat	-1.4	0.91652	[-3, -1, 0, -2, 0, -1, -1, -2, -2, -2]
dubios	-1.5	0.5	[-1, -2, -2, -1, -1, -2, -1, -1, -2, -2]
zdrente	-1.0	0.89443	[-1, -1, -1, 0, -3, 0, -1, 0, -1, -2]
plictisitor	-1.7	0.45826	[-2, -2, -2, -1, -2, -2, -2, -1, -1, -2]
neghiob	-1.6	0.66332	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -3]
prostanaci	-1.8	0.87178	[-1, -3, -1, -1, -3, -1, -1, -2, -3, -2]
tocit	-1.5	0.5	[-2, -1, -2, -1, -1, -1, -2, -2, -1, -2]
duller	-1.7	0.64031	[-3, -1, -2, -2, -2, -1, -2, -1, -1, -2]
plictisitoare	-1.7	1.00499	[-1, -4, -1, -1, -2, -3, -2, -1, -1, -1]
tocire	-1.1	0.7	[-1, -2, 0, -1, -2, -2, 0, -1, -1, -1]
dullish	-1.1	0.53852	[-2, -1, -1, -1, -1, -1, -1, -1, 0, -2]
lancezeala	-1.4	0.8	[-1, -1, -1, -1, -1, -1, -3, -1, -3, -1]
dullnesses	-1.9	1.04403	[-3, -2, -1, -1, -3, -1, -4, -1, -2, -1]
dulls	-1.0	0.44721	[-1, -1, -1, -1, -1, -1, 0, -1, -1, -2]
dullsville	-2.4	0.8	[-2, -2, -4, -3, -2, -2, -3, -2, -3, -1]
plictisitor	-1.1	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -2]
prost	-2.3	0.9	[-4, -2, -2, -2, -2, -2, -4, -2, -2, -1]
prost	-2.6	1.0198	[-3, -3, -4, -4, -1, -2, -3, -3, -1, -2]
haltera	-0.8	0.9798	[0, -1, -3, -2, 0, -1, 0, 0, -1, 0]
gantere	-0.2	0.4	[0, -1, 0, 0, 0, 0, 0, -1, 0, 0]
dumbcane	-0.3	0.45826	[0, 0, 0, 0, 0, -1, -1, 0, -1, 0]
dumbcanes	-0.6	1.2	[0, 0, -1, -1, -1, 2, 0, -1, -3, -1]
dumbed	-1.4	0.4899	[-2, -1, -2, -2, -2, -1, -1, -1, -1, -1]
dumber	-1.5	0.5	[-2, -1, -2, -1, -2, -1, -1, -2, -2, -1]
cel mai prost	-2.3	1.00499	[-3, -1, -3, -4, -2, -1, -2, -3, -1, -3]
nauci	-0.1	1.92094	[3, -2, -1, -1, 1, 1, -3, 3, -1, -1]
inmarmurit	-1.6	1.11355	[-2, 0, -2, 0, -2, -1, -4, -1, -2, -2]
dideritilor	-1.0	0.89443	[-2, 0, 0, 0, -2, -1, -2, 0, -2, -1]
dumbfounders	-1.0	0.89443	[-1, -3, -1, 0, -2, 0, -1, 0, -1, -1]
dumbfounding	-0.8	0.74833	[-1, -2, 0, -1, -1, 0, 0, -1, 0, -2]
dumbfounds	-0.3	1.26886	[0, -1, -1, 0, 0, -1, -1, -2, 0, 3]
prostanac	-2.6	0.66332	[-3, -4, -3, -2, -2, -3, -3, -2, -2, -2]
dumbheads	-1.9	0.83066	[-2, -2, -2, -1, -2, -1, -2, -4, -1, -2]
amutire	-0.5	1.0247	[-1, 2, -1, 0, -1, -2, -1, 0, 0, -1]
prosteste	-1.3	1.00499	[-2, -1, -2, -3, 1, -2, -1, -1, -1, -1]
mutenie	-1.9	0.53852	[-2, -2, -2, -2, -2, -3, -2, -2, -1, -1]
dumbs	-1.5	0.67082	[-1, -1, -1, -3, -2, -1, -2, -1, -2, -1]
uluit	-1.0	1.34164	[-1, -2, 0, 0, -2, 1, -3, 1, -2, -2]
servanta	0.2	1.07703	[0, 0, 0, 0, 2, 0, 2, 0, -2, 0]
dumbwaiters	-0.1	0.3	[0, 0, 0, 0, 0, 0, -1, 0, 0, 0]
depozit	-1.6	0.91652	[-3, -2, -1, -2, -1, -3, -2, -1, -1, 0]
dumpcart	-0.6	0.8	[0, -2, -1, 0, 0, 0, -1, 0, -2, 0]
aruncat	-1.7	0.78102	[-2, -3, -2, -1, -1, -1, -3, -2, -1, -1]
dumper	-1.2	0.87178	[-2, -3, -1, -1, -1, -2, 0, -1, 0, -1]
basculante	-0.8	0.6	[0, 0, -2, -1, -1, 0, -1, -1, -1, -1]
dumpier	-1.4	0.66332	[-2, -1, -2, -1, -1, -2, 0, -2, -1, -2]
dumpiest	-1.6	1.35647	[-1, -2, -2, -3, -2, -4, 1, 0, -1, -2]
dumpiness	-1.2	0.6	[-2, -1, 0, -1, -1, -2, -1, -2, -1, -1]
dumping	-1.3	1.1	[-3, -2, -2, 0, -2, -1, -1, 1, -1, -2]
galuste	-1.1	0.83066	[-2, 0, -1, -1, 0, -1, -2, -2, 0, -2]
trist	-1.8	0.6	[-2, -1, -2, -3, -2, -2, -1, -2, -2, -1]
galusca	0.4	0.91652	[0, 0, 1, 0, -1, 2, 2, 0, 0, 0]
galuste	-0.3	1.26886	[0, 0, 0, 0, 2, 0, 0, 0, -2, -3]
splin	-1.7	0.9	[-3, -2, -3, -1, -1, -3, -1, -1, -1, -1]
tomberon	-0.6	0.91652	[0, -2, 0, -2, 0, 0, 0, -2, 0, 0]
tomberoane	-1.0	0.89443	[0, -1, 0, -2, -2, -2, 0, 0, -1, -2]
bondoc	-1.7	0.78102	[-3, -2, -3, -1, -1, -2, -2, -1, -1, -1]
gagauta	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -2, -1, -2, -1]
pacaliti	-1.8	0.4	[-2, -2, -1, -2, -2, -2, -2, -1, -2, -2]
locui	0.5	0.92195	[2, 1, -1, 0, -1, 1, 1, 1, 1, 0]
locuit	0.4	0.66332	[2, 0, 0, 0, 0, 1, 1, 0, 0, 0]
locuitor	0.3	0.64031	[2, 0, 0, 0, 0, 0, 1, 0, 0, 0]
locuitorii	-0.3	0.9	[-3, 0, 0, 0, 0, 0, 0, 0, 0, 0]
locuinta	0.1	0.53852	[0, 1, 0, 1, 0, 0, 0, -1, 0, 0]
temporizari	-0.1	0.53852	[0, 0, 0, 0, -1, 1, -1, 0, 0, 0]
dinamic	1.6	0.8	[1, 1, 1, 3, 1, 1, 2, 3, 2, 1]
dinamic	1.2	0.87178	[1, 2, 0, 1, 0, 2, 2, 2, 2, 0]
dinamic	1.5	1.0247	[2, 0, 3, 2, 0, 0, 2, 2, 2, 2]
dinamica	1.1	1.13578	[2, 3, 0, 0, 0, 2, 2, 0, 2, 0]
dinamism	1.6	1.11355	[0, 2, 0, 2, 0, 2, 3, 3, 2, 2]
dinamisme	1.2	0.9798	[2, 0, 2, 0, 0, 2, 2, 2, 0, 2]
dinamist	1.4	1.0198	[0, 2, 0, 2, 0, 1, 3, 2, 2, 2]
dinamitarda	1.5	1.0247	[3, 1, 1, 2, 1, 3, 2, 0, 2, 0]
dinamistii	0.9	0.83066	[1, 0, 0, 0, 0, 2, 2, 1, 2, 1]
dinamita	0.7	2.2383	[-3, 2, 3, 1, 2, 0, 2, 2, 2, -4]
dinamitata	-0.9	1.04403	[0, 0, 0, -1, -1, 0, -2, 0, -2, -3]
dynamiter	-1.2	0.87178	[-1, 0, -1, -1, -2, 0, -1, -1, -2, -3]
dynamiters	0.4	1.42829	[0, 0, 0, -3, 1, 0, 2, 2, 2, 0]
dinamita	-0.3	1.73494	[0, 0, 4, -1, -1, 0, 0, 0, -2, -3]
dynamitic	0.9	1.3	[2, 0, 1, -2, 2, 1, 1, 3, 0, 1]
dinamitarea	0.2	1.32665	[-2, 0, 0, 2, -1, -1, 0, 2, 2, 0]
dinamometru	0.3	0.64031	[0, 0, 0, 0, 1, 0, 0, 2, 0, 0]
dinamometre	0.3	0.45826	[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]
dinamometric	0.3	0.9	[0, 0, 0, 0, 0, 2, 0, 0, 2, -1]
dinamometrie	0.6	1.28062	[-2, 0, 0, 0, 0, 2, 2, 2, 0, 2]
dinamuri	0.3	0.64031	[1, 0, 0, 0, 0, 0, 0, 0, 2, 0]
